@relation 'dataset_recsys-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R18,20-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R19,30,37,39,42,48,50,64,67,69-70,72,79-weka.filters.unsupervised.attribute.NominalToString-Cfirst-last-weka.filters.unsupervised.attribute.Remove-R19-weka.filters.unsupervised.attribute.Remove-R69-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R80-weka.filters.unsupervised.attribute.Remove-R79-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.Remove-R88-weka.filters.unsupervised.attribute.Remove-R3-7,9-10,12,14,18-19,21-24,27,30-35,37-38,40,42,46,48-50,53,55-58,62,67,70,72-74,83,86-weka.filters.unsupervised.attribute.NumericToNominal-R5,6,7,17,18,27,42,44-weka.filters.unsupervised.attribute.Remove-R1-47,50-55,57-60'

@attribute user_count numeric
@attribute movie_count numeric
@attribute imdb_release_date_tweet_diff_minutes string

@data
140,1668,43892
33,31,3278133
1,2202,2135
21,29,547895
19,873,33816
94,22,1093656
9,147,1665337
5,1101,32378
101,22,1093658
27,2202,2141
3,157,1110947
168,182,12231
91,106,445673
21,2202,2157
1,430,354959
53,182,12241
45,1668,43922
30,2202,2162
9,2202,2167
11,2202,2167
95,237,143233
20,1668,43935
1,2202,2175
48,248,133216
11,2202,2179
48,2202,2180
39,1376,52586
246,3,?
74,19,13579952
2,14,2290292
6,292,385234
1,2202,2197
4,11,2200
15,77,496120
219,2202,2204
239,6,356447
20,11,4074528
18,2202,2209
216,1,38568229
15,546,223918
71,28,899341
32,2202,2227
74,99,546553
16,66,929595
28,2202,2237
33,94,304581
30,572,103041
28,382,174983
92,13,1514245
92,23,1607847
74,65,4407149
89,2202,2252
472,68,415534
18,2202,2259
4,959,5149
1,2202,2270
2,2202,2270
1,2202,2271
287,24,7794115
287,95,3803815
5,2202,2277
2,2202,2277
93,22,667497
15,1842,22439
27,202,1544522
20,796,355082
38,26,455884
30,475,133324
26,2202,2284
12,1101,32524
10,2202,2289
10,486,12369
4,2,8106550
52,1,28779253
2,2202,2294
4,2202,2295
1,2202,2299
14,202,1544542
6,382,175042
1,9,2061503
6,814,143363
163,202,1544543
2,2202,2305
239,1,2021190
16,796,355110
39,2202,2314
10,2202,2318
80,45,1324179
89,66,929681
32,32,153463
38,95,3803865
27,814,143385
211,228,213949
37,11,385371
95,814,143393
11,546,224037
59,38,4679457
59,46,3086818
57,228,336423
13,6,4598828
51,150,445870
39,10,12501550
62,9,?
3,2202,2352
56,1376,52757
7,430,355157
54,1376,52757
9,959,5238
2,430,355158
3,28,607159
71,53,781340
10,2202,2364
40,968,248544
230,211,153507
21,292,385407
19,50,607169
111,44,428610
2,4,?
11,174,14207970
11,1,28076552
11,117,516453
18,40,15115176
287,77,19645358
60,117,516459
80,1,195280
96,1,21370540
3,2202,2380
22,602,22540
5,2202,2382
112,2202,2385
6,382,175127
1,814,143447
17,2202,2387
15,13,1514388
104,32,425749
85,168,175132
5,2202,2394
40,236,2396
38,2202,2396
44,50,536642
8,2202,2403
2,2202,2408
4,262,214028
72,2202,2409
3,602,22569
10,118,386890
23,2202,2415
10,2202,2415
17,86,1252276
9,2202,2416
19,2,-88301
337,2202,2419
45,33,6708500
163,2,2512340
24,314,-7658
25,801,83063
80,414,324984
1,395,214044
1,2,2986105
1,873,34105
42,2202,2426
1,2202,2429
9,2202,2429
31,2202,2430
10,2202,2430
8,23,1937791
3,20,2401411
1,2202,2432
4,1101,32675
6,2202,2436
18,72,407076
37,117,516520
89,186,418601
5,248,254385
40,232,163665
44,2202,2446
4,18,3752209
47,2202,2450
2,217,536691
75,294,234231
62,205,500692
219,46,23762393
3,194,175194
22,2202,2455
6,8,1988215
3,546,224155
12,17,346616
9,2202,2456
25,375,153596
39,1,11574297
9,202,1544698
11,202,355260
66,338,204001
21,450,224163
19,26,4427524
37,546,224165
14,2202,2466
51,324,155047
13,1842,22627
13,2202,2467
40,1842,22628
11,304,375429
337,34,4760231
337,165,919752
11,150,445994
7,2,3471375
4,546,224175
35,2202,2475
11,28,1021997
25,29,5274318
11,2002,62960
23,57,1184720
21,324,155061
11,962,248661
11,158,456081
38,1,365362
12,1376,52882
5,2002,62963
5,1668,44244
47,19,2472085
51,508,116248
8,1,4407389
5,959,5369
5,959,5370
161,10,30115712
13,85,801632
2,1,-177507
34,382,175234
2,2202,2499
148,54,1443939
67,382,175239
14,25,1443940
9,2202,2501
54,602,22662
2,2202,2502
4,2202,2504
242,81,163725
2,2202,2506
3,2202,2508
12,2202,2509
32,475,133549
30,1,?
214,112,909710
30,338,204050
12,2202,2511
206,450,224212
12,9,1857172
68,609,254461
70,609,254461
1,2202,2521
20,2202,2521
4,1668,44285
1,1668,44288
4,98,2018530
13,248,133571
38,395,214152
9,27,4861032
337,2,21279914
47,25,11080454
114,95,5509035
16,15,951498
94,8,5264302
38,1,1000462
101,8,5264303
16,801,83183
33,104,6043284
6,1842,22705
116,2202,2547
92,25,21817048
219,187,617428
6,1842,22709
1,34,3207989
4,160,21684572
1,60,1298492
3,486,12633
115,2202,2554
34,1668,44317
33,382,175299
3,215,506559
1,2202,2560
33,248,133601
1,103,10256741
1,2202,2562
1,474,194023
2,66,1494403
11,34,?
32,165,919846
2,2202,2569
2,254,476329
17,338,204114
37,959,5457
25,28,1262518
4,2202,2578
287,50,738359
287,46,980339
27,70,1060980
56,62,7784343
71,8,476345
71,7,9487865
311,1,37066746
71,11,2309406
12,2202,2589
23,1,27456130
1,375,153730
23,1,26034851
23,1,26659872
7,546,224293
23,1,2915654
2,13,12733574
23,962,248774
23,1,20518275
23,2,13993577
337,34,3218118
23,2,24519979
52,25,6342919
23,2,22512679
337,27,2129479
23,3,22043240
13,27,3671720
23,8,21233900
23,3,20773101
23,5,19881801
23,40,19016301
59,475,133641
23,5,18341002
101,64,1010602
23,34,17957902
101,46,1353262
23,6,17209162
23,1,16261642
101,40,3984143
23,9,15737483
23,2,15455183
101,42,2061803
1,2202,2603
23,8,14781323
311,4,16588463
101,34,5566704
23,10,14386704
101,37,3120204
23,8,13872624
101,44,4750284
83,19,19223664
62,508,116365
101,111,990445
46,959,5488
337,1,16241489
46,2202,2611
71,129,194081
2,112,973184
311,3,22501185
2,48,3389445
1,2202,2629
96,3,29994952
8,962,248813
40,1376,53033
337,56,840655
40,2,4992178
2,2202,2639
4,738,-7439
31,62,7784400
40,2202,2642
9,1,18068823
14,2202,2645
43,2002,63126
10,2202,2646
337,26,13812191
19,1842,22812
33,2202,2653
23,46,2027294
337,4,1222277
337,56,14154981
337,14,8180361
337,76,11547141
337,106,3812842
12,2202,2662
337,30,5237062
337,18,13459402
337,50,3712102
9,2202,2662
18,19,225808
20,2202,2669
26,347,35789
55,254,476430
55,199,2583151
55,103,4208912
34,262,214294
23,437,53075
23,2,-57801
19,81,385719
10,2202,2682
4,2202,2684
72,15,6151484
4,245,32925
156,30,18146628
11,627,184069
25,375,153830
21,110,567172
104,959,5574
15,511,12777
15,546,224399
35,62,7784461
2,1101,32946
2,2202,2706
323,2202,2707
32,9,1655828
1,2202,2710
206,1,7703832
28,2202,2714
12,14,14460261
10,52,597446
62,2202,2729
12,2202,2731
85,9,1134576
29,2202,2737
30,9,1655859
4,1842,22902
4,7,284922
52,2202,2742
4,1376,53143
4,474,194203
30,483,264763
74,2202,2745
70,73,2613468
1,2202,2748
21,2202,2750
5,2202,2756
20,1376,53157
74,22,698219
73,167,297904
85,2202,2765
3,49,506776
68,359,184157
21,167,297918
159,1,?
9,2202,2780
56,62,506780
23,873,34462
159,2,?
1,9,1786888
188,216,587428
59,8,-57688
1,88,-5848
1,959,5672
18,959,5672
59,4,12008074
59,45,20760334
13,2202,2799
155,16,3964182
1,2,1101524
1,2202,2807
92,51,1756668
15,228,214431
2,1101,33052
92,29,1625693
17,801,83455
2,32,9729956
24,199,2583299
92,9,2593379
1,2202,2822
13,249,385864
28,176,3520747
40,2202,2828
68,382,175571
2,962,249017
2,1668,44598
31,2202,2840
206,232,164065
21,1842,23006
93,2202,2846
10,2202,2847
111,37,8228127
13,129,194311
1,1,?
16,962,249036
56,2202,2857
8,1470,83498
41,814,143918
2,15,1039659
225,2202,2865
29,179,385911
55,1,10717854
13,344,249054
55,1470,83514
7,2202,2880
5,81,6024904
5,70,708426
1,33,547206
45,7,15890346
6,474,194348
1,959,5772
472,1,2223376
63,37,950416
6,2202,2898
104,2202,2898
93,475,133942
16,2202,2903
145,968,249087
145,1,29167168
145,103,2119709
229,69,6564939
29,215,506923
7,2202,2924
1,2202,2925
4,2202,2926
47,1376,53328
18,2202,2929
72,13,1272959
34,2202,2942
42,1842,23104
11,2202,2946
72,474,194418
72,120,517038
72,140,718580
8,1101,33205
8,2202,2966
12,2202,2968
33,324,155548
4,2202,2972
17,2202,2973
19,346,852580
16,2202,2980
5,602,23141
5,2202,2983
18,2202,2985
15,39,?
3,202,1545236
206,2,3585718
1,2202,2999
5,182,13080
33,31,1061402
58,6,16053191
3,27,4861517
22,27,1496301
17,81,9206003
85,4,13832728
17,2202,3038
22,39,-107837
85,15,1625924
65,796,355844
22,347,36165
65,5,20810985
65,108,406247
1,34,1334989
25,120,658257
13,959,5939
167,3,3532500
4,2202,3061
6,1942,-7008
246,2,10133417
7,673,298218
41,30,18147019
35,85,396200
49,2202,3080
4,1470,83720
4,2202,3086
10,347,36212
10,3,4004798
10,1,7334139
37,2202,3104
1,2202,3106
206,1,?
5,5,3510953
17,414,325674
34,66,1494960
55,1,397680
55,1,185945
9,2202,3135
108,6,-270518
87,32,154283
23,142,1162345
108,1,?
2,32,9730296
35,8,23149717
2,1668,44918
2,2202,3159
13,1842,23320
167,98,859960
22,30,1132126
30,4,6867654
41,382,175918
29,873,34866
29,1376,53587
29,2002,63668
3,1,23154068
29,395,214809
29,216,587830
29,483,265210
161,1,13902010
29,254,476951
62,161,93911
29,198,2160312
29,103,2119992
29,344,249373
40,2202,3193
18,17,16156
2,105,569116
4,1101,33440
17,81,386242
206,3,?
1,90,1162409
98,511,13290
2,3,511533
83,2202,3215
30,475,134256
83,1842,23376
22,30,73777
24,150,446740
45,475,134262
82,609,255162
147,34,782206
13,673,298371
148,133,426593
6,2202,3234
4,19,3249005
2,2202,3248
167,1,1106290
25,2202,3253
5,801,83900
35,2202,3263
337,50,739043
23,205,501504
6,254,477030
2,69,1837771
1,198,2160391
44,70,708814
20,21,?
2,56,1202744
48,40,5779127
14,2202,3288
37,1,29387930
16,2202,3294
4,2202,3296
14,121,347462
20,4,15990128
25,79,14702830
25,29,12394451
25,18,12129551
246,4,2493078
22,2202,3327
48,1,6709409
15,2202,3330
30,627,184717
14,2202,3341
52,602,23504
52,205,501586
25,225,366228
161,4,31889209
44,86,1253212
26,182,13432
44,10,1415993
89,673,298493
2,796,356162
27,602,23523
25,2202,3363
1,2202,3363
14,382,176114
104,2,4035374
14,3,10254676
16,1842,23537
10,1376,53780
158,49,1464981
27,25,1103542
9,375,154522
5,198,2160504
147,5,8803225
1,2202,3386
37,146,930746
29,42,991227
2,6,17542527
6,2202,3391
9,1668,45154
15,2202,3396
13,511,13476
23,2202,3402
95,20,641327
28,272,305753
21,41,1495255
79,1842,23587
82,202,1545672
168,324,156015
155,90,386477
44,19,870321
10,2202,3445
74,205,501687
19,86,2301627
32,2202,3448
29,28,900569
116,2202,3450
5,2202,3450
5,2202,3451
3,1668,45214
25,324,156035
28,2202,3460
7,168,176204
5,2202,3464
13,486,13544
95,11,-206835
26,609,255406
7,105,406666
21,1842,23628
5,2202,3472
1,2202,3475
62,18,7854357
59,32,154619
10,1842,23639
2,673,298621
1,2202,3483
2,2202,3485
16,96,9380769
16,36,8238850
16,68,3299592
53,92,1948932
16,176,3521412
16,2202,3493
16,66,3430633
16,62,2463014
11,1842,23656
37,32,20019498
16,248,1535658
16,48,6387019
16,192,9821420
20,2202,3503
156,18,2987183
60,33,2365044
16,139,2009425
81,252,164726
16,24,7674326
39,1,?
16,12,9690327
16,59,9501748
1,2202,3509
16,21,9192090
13,1470,84151
36,186,419671
129,2202,3513
13,2202,3514
88,37,3665438
2,22,1982079
82,2202,3519
2,21,2929540
24,1842,23681
67,20,2926662
31,873,35205
1,5,6757126
7,2202,3528
9,3,?
2,1058,124494
99,2,25762259
2,1376,53941
59,2202,3542
168,475,134587
8,2202,3548
40,27,6948608
26,53,2100191
3,2202,3552
5,2202,3556
29,2202,3556
1,2202,3560
14,2202,3564
14,511,13645
21,187,618445
5,82,7109905
14,602,23726
14,873,35247
2,395,215188
1,4,326129
18,5,1313910
36,511,13651
36,2202,3573
36,1101,33814
36,1842,23734
36,1668,45335
36,1376,53975
36,873,35255
4,2202,3577
6,475,134619
4,1668,45339
96,1,23276799
32,1,29327740
18,34,4690782
40,474,195043
18,37,1586144
4,521,326144
1,2202,3585
94,14,1476707
71,17,1093667
5,2202,3595
28,22,1982156
2,2202,3597
95,32,154738
1,2,64078
1,2202,3599
6,2,13409940
1,2202,3600
62,2202,3601
5,959,6483
25,50,2150643
25,41,3723125
31,237,144666
42,1842,23767
246,304,9821528
45,24,4237208
6,1,2261473
30,511,13694
1,53,782597
8,53,782597
2,292,386659
1,2202,3620
37,211,154761
7,801,84261
32,814,144681
13,1842,23782
8,375,154763
8,814,144684
14,2202,3627
16,21,406829
84,67,249810
225,1,5688761
11,486,13723
26,609,255585
50,511,13725
2,10,3894465
3,2202,3649
1,2202,3649
25,11,427012
1,2202,3653
51,107,427018
6,11,427020
121,4,10577585
20,2202,3666
28,2202,3671
35,50,3138553
6,50,396793
156,236,3673
1,959,6554
32,2202,3679
53,2202,3682
12,1101,33923
3,236,3684
38,11,1586244
21,103,326249
140,151,468809
78,14,32333071
32,814,144753
239,1,13870836
40,133,427057
57,2202,3698
12,2202,3702
99,8,13944282
12,1668,45462
12,198,2160823
1,2202,3703
6,474,195163
12,84,7475803
93,105,406904
12,157,1112505
12,187,618585
24,1,11506425
12,216,588345
12,56,14156027
12,76,11548187
12,50,15063227
12,21,1959228
12,59,7009248
13,2202,3709
19,59,638749
22,6,3864290
70,7,1305414
35,6,4297796
8,521,326278
148,39,558121
6,2202,3725
59,8,10288145
3,2202,3725
16,602,23885
6,1101,33966
6,2002,64206
36,382,176470
3,28,3078138
36,2202,3739
5,2202,3741
30,2202,3744
59,1668,45505
9,1842,23907
3,2202,3747
27,2202,3748
6,63,951268
20,2202,3752
9,205,501994
22,11,3108395
18,344,249937
28,2202,3758
4,73,1122640
14,959,6643
2,319,316184
112,1,9218265
29,2202,3766
6,98,2019768
6,304,9821688
6,47,3279769
29,2202,3769
6,103,2120569
32,2202,3769
6,90,1083770
16,1,16049631
6,873,35451
23,11,-206528
14,873,35455
40,248,1535936
18,1842,23937
24,7,1023297
5,61,2785798
11,94,4590181
29,395,215404
29,968,249965
6,2202,3786
104,375,154926
20,1668,45548
6,8,923948
39,205,502029
188,4,8208852
5,602,23952
13,602,23957
13,873,35478
2,602,23958
13,1101,34039
2,873,35480
13,73,1122680
59,78,890840
30,232,165022
209,23,1707323
52,1,28730303
101,37,1096765
101,32,1083805
1,796,356605
8,2202,3807
116,58,5376388
8,2202,3809
3,5,1223429
119,31,4076130
119,15,1777830
119,41,3803911
119,55,4660771
140,18,6827971
119,53,6152611
119,11,2443172
119,26,5961032
4,474,195276
2,2202,3816
11,873,35498
37,430,356619
50,17,16827341
50,30,18147761
1,17,16827342
35,1376,54223
2,1942,-6256
35,21,1839763
2,873,35504
1,2202,3824
55,39,175125
287,11,13188465
13,211,154965
287,29,1626705
6,176,3521746
36,39,175126
10,198,2160947
7,48,1525908
35,39,2302008
4,26,11535349
8,796,356630
8,414,326391
13,2202,3831
13,1668,45593
13,2002,64313
13,216,588474
13,3,3058082
5,2202,3843
2,1668,45605
32,248,134888
1,2202,3849
5,602,24009
53,30,18147789
5,1470,84490
5,1101,34090
21,3,800111
35,2202,3851
53,37,3665771
31,474,195316
15,2202,3856
3,962,250036
101,81,165077
37,2202,3858
50,1842,24019
214,2202,3859
71,3,11474900
159,2,39818361
13,294,235643
64,294,356663
39,2202,3865
94,81,165086
51,959,6747
93,2202,3868
4,2202,3869
51,304,376830
35,673,299011
35,1668,45631
35,210,65792
9,52,2896772
2,11,356676
11,475,134918
47,1,28158698
94,37,1096840
94,30,660521
94,105,9670542
94,87,4732842
51,20,376844
89,262,215505
1,52,8139825
7,9,428685
89,1668,45645
37,4,19377646
5,511,13966
2,3,1345907
67,2202,3888
2,2202,3888
2,43,1276788
16,46,981648
19,1842,24049
93,2202,3890
63,51,12634130
1,2202,3891
32,98,2019891
80,430,356691
5,8,1717431
4,182,55734
51,138,-285603
11,57,709436
1,17,1698776
77,2202,3897
45,2202,3900
21,2202,3904
8,546,225605
66,15,739686
54,486,13989
25,968,250090
6,1668,45671
34,609,255853
1,673,299054
89,1,1112715
10,142,1163118
39,69,8894479
129,35,3239599
10,1376,54320
39,1842,24081
6,2202,3921
48,124,389848
116,959,6808
320,2,2685210
16,1842,24091
4,49,1465531
23,1668,45692
8,2202,3932
8,959,6813
133,142,-16224
4,53,3038015
133,2202,3935
8,1376,54336
133,959,6816
3,17,1698816
14,1,6498277
14,1,7201058
8,2202,3939
25,2202,3942
11,14,10547622
2,2202,3946
14,103,6898667
3,1101,34188
27,483,265968
6,27,3572270
43,23,13237554
23,3,3128756
39,2202,3958
5,359,185339
5,569,116280
48,20,90361
50,29,1253822
80,962,250143
47,20,13131009
43,2,?
74,29,823271
13,2202,3974
1,2202,3975
11,324,156555
18,28,6505517
13,25,2775917
7,17,86057
2,2202,3977
83,237,145039
7,338,205520
214,55,9176722
19,2202,3985
66,217,538226
2,2202,3987
7,117,518073
155,5,810342
8,2,1374883
30,6,10577924
35,48,1798184
1,2202,4007
3,48,6387529
4,1,5449
88,2202,4012
2,2202,4012
22,71,5984280
85,8,5205304
85,12,6314106
35,2202,4027
1,2202,4029
29,25,6445090
189,2202,4032
14,2202,4036
11,959,6918
11,2202,4038
2,1,12220940
7,1668,45800
7,1842,24201
38,2,13229003
85,33,4714285
38,4,9479247
38,959,6930
38,2202,4050
17,60,1299997
116,389,336699
112,375,155200
2,483,266082
2,2202,4064
43,15,3380804
69,4,2645024
43,1101,34305
48,338,205608
1,7,17200554
53,2202,4074
1,338,205618
1,959,6965
19,2202,4088
31,13,4157051
1,13,4157054
22,1101,34334
71,1101,34334
21,46,981855
74,124,390017
71,106,437538
71,21,2395878
26,359,185482
40,673,299243
6,167,299243
71,25,2534184
71,28,5286025
71,621,74666
71,72,1314447
71,176,3522028
71,1376,54508
71,248,1536271
71,129,1747891
71,72,5517812
71,39,7019732
8,94,306452
71,22,5356593
71,17,2645075
71,25,4237715
1,46,2393017
16,2202,4117
168,248,1536281
168,199,2584602
17,2202,4124
40,814,145188
70,338,205669
113,602,24289
34,959,7010
113,48,1798311
37,814,145192
113,199,2584613
113,133,427496
37,95,29564397
68,34,395817
50,66,931499
37,375,155293
37,475,135193
61,50,608961
26,61,4731686
79,2202,4168
2,5,2070569
8,602,24329
58,314,-5909
12,2202,4174
8,2202,4175
1,2202,4178
10,2202,4180
47,42,410265
155,217,538428
2,2,4600674
39,2202,4200
34,10,187023
2,1376,54603
14,602,24364
4,2202,4206
120,4,750066
2,2202,4208
3,338,205748
79,27,7060149
4,2202,4211
13,475,135253
115,248,135254
2,2202,4217
17,14,24328639
74,59,739999
104,1,5810301
51,2202,4223
26,2202,4226
45,14,8683046
1,2202,4231
45,53,6153034
30,959,7118
30,99,518321
36,2202,4242
55,2202,4243
97,50,740024
8,124,390176
56,1376,54665
1,2202,4272
1,959,7153
12,2202,4276
21,2202,4277
1,959,7158
1,2202,4279
39,294,236062
118,4,249030
21,359,185677
73,10,8874701
21,2202,4303
50,99,518383
41,2202,4307
6,14,7534008
35,228,338390
36,2202,4311
36,1376,54711
56,959,7197
31,2202,4317
16,2202,4320
6,959,7201
9,2202,4323
118,25,4278244
118,66,2060645
116,82,679629
14,37,3666252
72,23,1739480
1,2202,4355
11,621,74920
6,2202,4362
11,72,5518067
18,1101,34608
7,602,24529
7,90,1084373
49,46,982134
10,115,9771835
1,88,-4246
22,2202,4400
21,31,1516405
2,2202,4405
59,77,337055
14,17,1699295
15,17,1699296
3,2202,4422
2,2202,4433
13,2202,4436
47,1668,46202
20,2202,4455
57,8,26052558
19,602,24626
17,2202,4467
31,1842,24628
3,2202,4468
113,19,7332639
113,15,1708001
23,1,7768966
41,2202,4492
41,133,427853
23,9,-176923
23,22,-34363
48,32,760457
1,2202,4521
10,3,7463722
10,2202,4523
10,268,95244
10,344,250705
10,673,299666
59,37,206068
40,8,3169649
118,46,440855
4,483,266565
10,338,206085
110,2202,4547
10,65,3371215
2,2,?
11,18,2868689
49,338,206136
49,1668,46356
19,1,124158
14,2202,4641
1,18,2868754
2,2202,4655
1,344,250855
38,1376,55083
80,2,14560208
14,602,24850
5,106,3814872
23,2202,4693
45,324,157273
74,205,502936
85,99,559097
101,2202,4699
1,8,691522
3,474,196170
3,324,157290
109,41,541835
67,31,23675451
13,1,9540422
112,14,14993643
140,36,?
70,338,206289
30,2202,4750
21,2202,4765
40,16,2030858
17,6,19042965
58,2202,4792
20,959,7674
20,382,177537
158,80,2131677
40,7,?
40,3,2586725
38,1842,24972
23,42,3018736
14,304,377785
25,38,37027226
4,2202,4832
2,609,256792
20,66,932212
22,2,-22505
63,395,216474
22,9,?
78,324,157440
39,106,3815045
3,627,186245
1,2202,4867
3,147,135907
20,1842,25029
21,103,327434
1,1842,25034
3,1842,25035
18,99,500246
9,2202,4886
2,1842,25047
40,168,177631
1,602,25055
25,106,448415
27,11,428278
25,106,431167
22,814,145988
37,27,20792712
1,4,349096
18,164,3502704
2,20,115825
29,61,2786975
41,5,32554718
1,3,?
25,42,2808579
1,3,?
16,10,39250664
14,1101,35209
14,2202,4970
14,245,35210
14,359,186350
14,395,216591
14,232,166192
2,475,136015
80,25,21819483
16,56,?
44,2202,4988
23,24,1093628
21,2202,5003
84,627,186387
21,3,97172
21,1842,25172
21,609,256952
2,1668,46773
21,572,105813
22,104,19761753
36,58,5377596
1,6,549340
95,21,23742
95,1,?
84,50,609828
84,278,115909
84,28,1768970
28,2202,5034
1,2202,5035
85,2202,5042
62,102,10861202
5,2202,5042
3,2202,5042
46,103,6022743
44,29,740824
2,1842,25205
20,3,1419127
57,4,?
13,486,15140
6,968,251244
5,248,257006
30,1842,25228
2,2202,5072
71,382,177815
64,2202,5076
56,673,300219
84,71,5985343
1,1842,25248
12,483,267111
188,53,4319282
31,1668,46864
2,319,317526
49,450,226809
49,4,22130709
49,29,740890
49,76,287290
9,2202,5112
80,17,9127456
16,2202,5117
7,41,3181759
55,602,25281
18,98,2021125
26,2002,65605
2,52,2898025
79,959,8009
6,3,7413930
93,73,350735
21,2202,5136
21,1376,55542
21,873,36830
17,1,?
1,182,15237
1,215,509158
2,272,307501
159,2202,5165
35,1668,46925
163,68,3301269
6,5,11083092
49,11,831672
49,2202,5172
5,1668,46933
59,511,15258
71,212,267202
30,24,14570793
25,227,287374
28,1101,35438
63,45,451600
11,2202,5204
52,232,166425
92,873,36885
59,1,28139871
59,95,29565471
40,5,14006273
59,1,38854973
59,2,25255614
59,4,19724515
40,28,610018
67,3,13593058
21,248,1537379
21,79,18968583
44,5,25772586
21,962,251406
21,73,2615947
45,9,13310773
3,873,36927
62,52,8141187
62,962,251431
12,8,3835595
13,2202,5256
11,4,8666799
121,75,801521
1,2202,5264
20,814,146325
65,262,216886
79,475,136308
33,86,5521851
42,237,146331
93,475,136315
37,1376,55676
31,25,6345596
19,2202,5277
31,25,6345599
80,382,178025
31,20,6627785
29,1842,25445
1,254,479047
123,248,257227
46,124,7625711
5,395,216911
242,202,1547531
74,2202,5292
246,2,11627532
53,2202,5292
59,873,36973
18,103,2122099
20,168,178039
14,79,892339
64,1842,25459
9,99,549620
18,1842,25461
14,2202,5302
25,602,25462
1,2202,5309
70,46,441630
1,112,579870
13,29,15392
14,2202,5312
36,382,178059
5,474,196780
117,1842,25484
22,59,723825
22,962,251505
22,176,3523245
10,1668,47086
1,2202,5326
138,1842,25488
28,14,15407508
2,4,?
22,111,993169
22,117,519409
22,14,2968850
22,37,3593810
77,1842,25490
22,304,378291
11,1842,25491
22,248,1537491
67,96,9382612
29,1842,25493
10,962,251514
4,1842,25494
26,1842,25497
7,2202,5338
45,1842,25499
14,1668,47104
16,1842,25506
18,602,25506
33,1842,25507
9,1842,25510
16,1842,25513
12,2202,5354
74,9,13102155
7,13,1973836
1,3,?
8,5,8573304
7,199,2585852
75,10,1466974
109,21,1799554
109,13,168035
34,292,388418
7,1842,25540
119,22,872264
23,25,1435304
2,2202,5388
6,228,339468
30,2202,5392
3,1376,55792
29,35,2575794
5,112,579955
37,1376,55798
44,90,1164598
9,1101,35640
39,85,804540
52,1842,25562
15,602,25563
5,88,27757084
2,1842,25564
5,88,7908126
29,50,841987
22,228,339488
5,10,2323749
70,16,6990789
5,7,3110050
93,120,660610
5,14,1487171
3,73,1124291
21,28,5720777
5,2202,5420
14,1842,25582
10,2202,5431
34,474,196891
1,106,431680
133,2202,5441
25,165,922721
61,252,166673
8,76,13099373
28,475,136504
33,7,14117467
214,61,8281147
16,30,6849808
12,2202,5500
41,338,207040
1,2202,5502
67,20,942949
40,359,186892
82,30,166733
21,602,25674
8,1842,25675
8,1101,35755
3,48,1799699
16,151,7192560
21,1470,86161
25,6,7000986
5,22,-33352
33,105,408729
187,2202,5537
23,228,217158
1,814,146605
24,2202,5547
24,873,37228
88,18,1721968
1,28,3455735
79,319,317976
62,136,11963316
9,12,2789016
115,36,6416437
26,41,3805658
39,521,328118
26,26,5962778
5,13,6037662
4,1842,25725
12,249,388606
32,2202,5575
32,314,-4504
32,314,-4503
68,248,136618
33,1668,47342
311,2,24328581
230,60,156745
36,959,8487
11,959,8491
472,3,8039311
39,602,25774
28,2202,5616
28,50,4743219
13,1668,47382
17,236,5625
9,5,1396667
43,801,86268
7,336,650760
5,10,15801002
29,9,994925
29,8,3251406
29,60,1301586
29,18,3193806
29,70,1064047
29,31,1517647
25,375,156796
81,814,146716
47,39,176958
45,9,16041438
37,29,23399840
23,395,217281
75,94,308002
7,7,5106143
84,211,156817
159,43,580240
9,959,8563
72,20,1376566
23,2202,5690
70,2202,5699
8,2202,5702
2,2202,5704
9,1,7374185
10,2202,5707
96,2202,5708
21,88,8150288
68,4,610509
104,511,15790
11,2202,5713
41,475,136754
8,15,2888536
41,58,7407316
8,486,15797
18,959,8600
190,1,28707742
41,58,7407326
12,1842,25893
12,2202,5737
120,801,86379
2,2202,5744
2,959,8625
15,2202,5748
11,115,9773210
1,959,8631
14,344,251936
14,346,855357
14,13,11607839
32,2202,5762
7,46,2394662
98,94,4592163
1,2202,5766
2,1842,25930
121,2202,5775
121,7,10190835
26,2202,5781
39,31,27403
51,2202,5805
24,2202,5806
2,101,7213011
2,51,12636051
1,95,3807354
11,11,5816
118,814,146877
24,2202,5819
3,55,5822
118,86,1255687
2,165,923108
89,2202,5833
23,26,368719
147,252,167075
5,2202,5864
5,1842,26024
1,2202,5873
15,9,286618
30,1,36118
113,36,6164763
165,15,6124445
9,2202,5885
27,237,146951
23,2202,5894
10,95,3807438
43,9,37578
43,1,?
43,2,187281
43,1,?
36,202,358710
21,37,953432
56,602,26085
97,84,671151
29,2202,5933
2,474,197401
5,450,227669
17,252,167206
10,2202,6006
32,61,5230332
19,164,3503772
